stop_id,stop_name,total_trips,total_flow,median_age,pop_density,percent_male,average_flow,,geometry
1154,HEATH ST @ BROMLEY ST,98,33.8,23.9,5973.600004,0.472,0.344897959,,POINT (237281.38970000297 898326.8858000003)
1155,CENTRE ST @ BICKFORD ST,153,364.9,32.4,19350.09992,0.412,2.38496732,,POINT (232005.96140000224 898328.5702)
1156,CENTRE ST @ SUNNYSIDE ST,153,149.1,31.8,11974.00004,0.498,0.974509804,,POINT (233920.23420000076 898331.375)
1158,CENTRE ST @ CREIGHTON ST,153,162.4,30.4,4382.599998,0.479,1.061437908,,POINT (232010.35170000046 898334.3687000014)
1159,CENTRE ST @ BARBARA ST,153,205.4,33,9914.499967,0.469,1.34248366,,POINT (228928.7968999967 898335.9681999981)
1160,CENTRE ST @ MORAINE ST,855,2259.1,38.9,6175.000002,0.451,2.642222222,,POINT (234246.37860000134 898336.5212000012)
1161,CENTRE ST @ LOCHSTEAD AVE,855,1352.2,38.9,6175.000002,0.451,1.581520468,,POINT (232739.43819999695 898341.5740999989)
1164,CENTRE ST @ MYRTLE ST,855,1649.3,36.6,7650.200011,0.457,1.929005848,,POINT (235023.5293999985 898343.5986000001)
1165,WASHINGTON ST @ WALNUT PK,320,569.5,37,13267.09993,0.447,1.7796875,,POINT (233912.9530000016 898348.9376000017)
1166,WASHINGTON ST @ COBDEN ST,320,516,33.9,7564.300002,0.425,1.6125,,POINT (237090.95329999924 898355.4534000009)
1167,WASHINGTON ST OPP DIMOCK ST,320,171.5,33.9,7564.300002,0.425,0.5359375,,POINT (235028.9699999988 898357.6147000007)
1168,WASHINGTON ST @ TOWNSEND ST,320,513,33.9,7564.300002,0.425,1.603125,,POINT (234702.77650000155 898360.7406000011)
1169,WASHINGTON ST @ BRINTON ST,320,215,33.9,7564.300002,0.425,0.671875,,POINT (234702.77650000155 898360.7406000011)
1170,WASHINGTON ST @ ML KING BLVD,320,133,31,4901.799995,0.427,0.415625,,POINT (232742.26739999652 898361.1081000008)
1172,WASHINGTON ST @ DALE ST,320,248,31,4901.799995,0.427,0.775,,POINT (230936.73129999638 898365.4622999988)
1173,WASHINGTON ST OPP CEDAR ST,320,155,33.9,9890.800049,0.443,0.484375,,POINT (230931.5324999988 898368.9327000007)
1174,WASHINGTON ST @ CIRCUIT ST,320,145,32.4,8017.899982,0.487,0.453125,,POINT (235326.3932000026 898373.3634000011)
1175,WASHINGTON ST @ ST JAMES ST,320,174,32.4,8017.899982,0.487,0.54375,,POINT (236888.25930000097 898407.9954000004)
1178,WASHINGTON ST @ BARTLETT ST,320,191.5,32.4,8017.899982,0.487,0.5984375,,POINT (225272.13830000162 898417.5086000003)
1179,WASHINGTON ST @ GUILD ST,320,156,34.2,4465.399987,0.431,0.4875,,POINT (235068.50129999965 898418.9125999995)
1180,WASHINGTON ST @ CEDAR ST,320,191.5,33.9,9890.800049,0.443,0.5984375,,POINT (237425.6472999975 898421.9549999982)
1181,WASHINGTON ST @ OAKLAND ST,320,210,33.9,9890.800049,0.443,0.65625,,POINT (225272.5795999989 898425.1744999997)
1182,WASHINGTON ST @ VALENTINE ST,320,146.5,31,4901.799995,0.427,0.4578125,,POINT (237433.64130000025 898425.6966000013)
1183,WASHINGTON ST @ MARCELLA ST,320,243,33.9,7564.300002,0.425,0.759375,,POINT (237546.26250000298 898431.7659000009)
1184,WASHINGTON ST OPP TOWNSEND ST,320,491,33.9,7564.300002,0.425,1.534375,,POINT (237567.0433000028 898432.4673000015)
1185,WASHINGTON ST @ DIMOCK ST,320,283.5,33.9,7564.300002,0.425,0.8859375,,POINT (235256.91110000014 898434.7380000018)
1186,WASHINGTON ST @ BRAY ST,320,673,33.9,7564.300002,0.425,2.103125,,POINT (224136.98430000246 898435.25)
1187,WASHINGTON ST @ ATHERTON ST,320,629,32.2,7529.899987,0.441,1.965625,,POINT (237431.51659999788 898435.8090999983)
1188,COLUMBUS AVE OPP WELD AVE,1047,2730,37,13267.09993,0.447,2.607449857,,POINT (237765.25249999762 898438.690299999)
1189,SOLDIERS FIELD RD @ CAMBRIDGE,174,68.4,28.5,2244.600001,0.522,0.393103448,,POINT (237765.25249999762 898438.690299999)
1190,CAMBRIDGE ST @ SEATTLE ST,219,106.6,30.2,5586.099992,0.552,0.486757991,,POINT (232971.74689999968 898439.3630000018)
1191,CAMBRIDGE ST @ LINCOLN ST,892,1370,30.2,5586.099992,0.552,1.535874439,,POINT (237898.90119999647 898442.1253999993)
1193,CAMBRIDGE ST @ FRANKLIN ST,892,1814.5,28.4,7042.199989,0.524,2.034192825,,POINT (237934.6067999974 898442.8858000003)
1195,CAMBRIDGE ST @ EMERY RD,892,1704.4,28.4,7042.199989,0.524,1.910762332,,POINT (234045.97829999775 898445.7250000015)
1196,N BEACON ST @ CAMBRIDGE ST,174,414.3,28.4,7042.199989,0.524,2.381034483,,POINT (234045.97829999775 898445.7250000015)
1202,N BEACON ST @ VINELAND ST,174,155.2,30.5,3005.899999,0.483,0.891954023,,POINT (231282.88099999726 898445.8423999995)
1203,N BEACON ST @ BIRMINGHAM PKWY,174,54.1,30.5,3005.899999,0.483,0.31091954,,POINT (238110.56369999796 898447.0373999998)
1204,BIRMINGHAM PKWY @ SOLDIERS FI,174,80,30.5,3005.899999,0.483,0.459770115,,POINT (238130.61900000274 898447.6436999999)
1206,BROOKS ST @ GERRISH ST,174,242.1,30.3,4008.700008,0.482,1.39137931,,POINT (238269.7928000018 898452.2375999987)
1211,FANEUIL ST @ BROOKS ST,174,282.4,28.8,8849.000008,0.517,1.622988506,,POINT (238269.7928000018 898452.2375999987)
1214,FANEUIL ST @ OAK SQUARE,352,1188.5,28.9,7433.399988,0.473,3.376420455,,POINT (224140.44929999858 898455.4138000011)
1215,COLUMBUS AVE @ BRAY ST,1047,1735.7,32.2,7529.899987,0.441,1.657784145,,POINT (232969.47519999743 898455.8440999985)
1216,COLUMBUS AVE @ DIMOCK ST,1047,1980.7,32.2,7529.899987,0.441,1.891786055,,POINT (238470.9699999988 898458.4017000012)
1219,COLUMBUS AVE @ CENTRE ST,649,882.3,32.2,7529.899987,0.441,1.359476117,,POINT (238470.9699999988 898458.4017000012)
1221,COLUMBUS AVE @ CEDAR ST,649,374.1,30.3,4450.900009,0.487,0.57642527,,POINT (238284.35289999843 898460.254999999)
1222,COLUMBUS AVE @ MALCOLM X BLVD,649,2513.2,30.3,4450.900009,0.487,3.872419106,,POINT (235108.4226000011 898460.8647999987)
1224,TREMONT ST OPP PRENTISS ST,3302,2268,20.7,17354.5,0.459,0.686856451,,POINT (238614.817400001 898461.7844000012)
1227,TREMONT ST @ MELNEA CASS BLVD,202,98.6,20.7,17354.5,0.459,0.488118812,,POINT (238643.18630000204 898462.5284000002)
1228,TREMONT ST @ HAMMOND ST,202,90.7,20.7,17354.5,0.459,0.449009901,,POINT (235420.80150000006 898462.9954000004)
1230,TREMONT ST @ NORTHAMPTON ST,202,69.5,32.3,20195.39994,0.462,0.344059406,,POINT (239139.52080000192 898463.9833999984)
1232,TREMONT ST @ WORCESTER ST,202,189.5,35.5,23813.20005,0.509,0.938118812,,POINT (236966.30730000138 898464.5045999996)
1234,TREMONT ST @ AGUADILLA ST,202,145.4,41,18596.59999,0.47,0.71980198,,POINT (232946.9576999992 898465.0471000001)
1235,TREMONT ST @ UPTON ST,202,112.9,41,18596.59999,0.47,0.558910891,,POINT (231262.7446999997 898467.1020999998)
1237,TREMONT ST @ E BERKELEY ST,202,128,34.7,20686.19996,0.514,0.633663366,,POINT (238812.28220000118 898467.1350000016)
1239,TREMONT ST @ MARGINAL ST,202,136.3,35.1,13492.60003,0.521,0.674752475,,POINT (238284.15680000186 898467.6479000002)
1241,CHARLES ST S @ PARK PLAZA,202,108.1,20.9,27565.9001,0.422,0.535148515,,POINT (238954.87839999795 898471.0965999998)
1242,TREMONT ST @ CHARLES ST S,202,117.2,20.9,27565.9001,0.422,0.58019802,,POINT (239128.98070000112 898476.3577000014)
1246,TREMONT ST @ UNION PK,202,124.7,35.2,17790.4999,0.559,0.617326733,,POINT (228747.43389999866 898477.7921000011)
1248,TREMONT ST @ PEMBROKE ST,202,131.4,36.8,16615.1001,0.512,0.65049505,,POINT (238964.7867999971 898478.5271000005)
1250,TREMONT ST @ CONCORD SQ,202,167.4,35.5,23813.20005,0.509,0.828712871,,POINT (233881.0781000033 898506.3200000003)
1252,TREMONT ST @ NORTHAMPTON ST,202,88.2,32.3,20195.39994,0.462,0.436633663,,POINT (220342.3924999982 898506.367899999)
1253,TREMONT ST @ DOUGLAS PK,202,80.6,34,14934.69999,0.446,0.399009901,,POINT (237350.8553000018 898506.6695999987)
1254,TREMONT ST @ BURKE ST,202,63.5,20.7,17354.5,0.459,0.314356436,,POINT (234870.71440000087 898513.5599000007)
1255,TREMONT ST @ COLUMBUS AVE,202,64.4,20.7,17354.5,0.459,0.318811881,,POINT (234843.15380000323 898513.6138999984)
1257,TREMONT ST @ PRENTISS ST,643,385.8,20.7,17354.5,0.459,0.6,,POINT (236757.87669999897 898517.7148000002)
1258,TREMONT ST @ ROXBURY CROSSING,643,2874.6,30.3,4450.900009,0.487,4.470606532,,POINT (234848.0829000026 898518.6964000016)
1259,MALCOLM X BLVD OPP MADISON PA,3284,1065.7,29.4,6409.000012,0.512,0.324512789,,POINT (233869.3932000026 898519.5040000007)
1260,COLUMBUS AVE @ NEW CEDAR ST,643,262.3,30.3,4450.900009,0.487,0.407931571,,POINT (236751.81390000135 898522.8914999999)
1262,COLUMBUS AVE @ HEATH ST,643,186.6,30.3,4450.900009,0.487,0.290202177,,POINT (233812.1529000029 898540.0234000012)
1265,COLUMBUS AVE @ DIMOCK ST,1062,1947.5,33.2,8796.100011,0.468,1.833804143,,POINT (234858.76590000093 898541.4028999992)
1266,COLUMBUS AVE OPP BRAY ST,1062,1762.6,33.2,8796.100011,0.468,1.659698682,,POINT (235353.25029999763 898550.7580999993)
1268,WASHINGTON ST @ SHEPARD ST,247,539.2,33.4,5622.999997,0.485,2.182995951,,POINT (233525.91910000145 898555.9188000001)
1269,WASHINGTON ST @ SNOW ST,247,119.9,29.4,9037.999989,0.491,0.485425101,,POINT (227329.8219999969 889106.7941000015)
1270,WASHINGTON ST @ MONASTERY RD,247,386.3,33.4,5622.999997,0.485,1.563967611,,POINT (241075.43069999665 889108.0601999983)
1272,WASHINGTON ST @ EUSTON ST,247,373.3,33.4,5622.999997,0.485,1.511336032,,POINT (244124.1152999997 889109.0698000006)
1273,WASHINGTON ST @ COMMONWEALTH,247,1013.4,27.7,28095.10012,0.439,4.102834008,,POINT (236726.38620000333 889110.2668999992)
1274,WASHINGTON ST @ COREY RD,247,1123.9,27.6,18869.39995,0.419,4.550202429,,POINT (244299.32180000097 889113.5489999987)
1275,WAHINGTON ST @ EVANS RD,247,55.7,34.8,5645.899988,0.457,0.225506073,,POINT (249263.34210000187 889123.6629000008)
1276,WASHINGTON ST @ BEACON ST,247,298.4,34.8,5645.899988,0.457,1.208097166,,POINT (241072.47039999813 889124.4037000015)
1278,WASHINGTON ST @ WINTHROP PATH,247,238.3,31.1,11134.39997,0.459,0.964777328,,POINT (249263.60629999638 889129.1574000008)
1279,WASHINGTON ST @ GARDNER RD,247,122.4,31.7,11854.4,0.466,0.495546559,,POINT (230920.80950000137 889131.4781000018)
1280,WASHINGTON ST @ GARDNER PATH,247,129.6,36.4,14733.2,0.431,0.524696356,,POINT (230920.80950000137 889131.4781000018)
1281,WASHINGTON ST @ GREENOUGH CIR,247,135.4,34.9,6599.099993,0.446,0.548178138,,POINT (230790.82769999653 890470.1248999983)
1282,WASHINGTON ST @ CYPRESS ST,247,170.7,34.9,6599.099993,0.446,0.691093117,,POINT (230790.82769999653 890470.1248999983)
1283,WASHINGTON ST @ HARVARD ST,247,340.1,32.3,9531.299972,0.439,1.376923077,,POINT (231239.2607000023 890473.7118999995)
1286,WASHINGTON ST @ HARVARD ST,207,299.7,32.3,9531.299972,0.439,1.447826087,,POINT (239783.866899997 890477.3964000009)
1287,WASHINGTON ST @ SCHOOL ST,207,133.1,34.9,6599.099993,0.446,0.642995169,,POINT (237691.37309999764 890478.1253999993)
1288,WASHINGTON ST OPP GREENOUGH S,207,78.1,34.9,6599.099993,0.446,0.377294686,,POINT (231239.84160000086 890479.4638999999)
1289,WASHINGTON ST @ GRIGGS RD,207,93.1,36.4,14733.2,0.431,0.449758454,,POINT (240204.63109999895 890480.3465000018)
1290,WASHINGTON ST OPP GARDNER RD,207,81.4,31.7,11854.4,0.466,0.393236715,,POINT (232934.68940000236 890489.8297000006)
1291,WASHINGTON ST @ FAIRBANKS ST,207,137.6,31.7,11854.4,0.466,0.6647343,,POINT (239195.29529999942 890492.124400001)
1292,WASHINGTON ST @ BEACON ST,207,462.8,34.8,5645.899988,0.457,2.235748792,,POINT (252788.14840000123 890495.6081000008)
1293,WASHINGTON ST @ BARTLETT ST,207,51.4,34.8,5645.899988,0.457,0.248309179,,POINT (228206.66120000184 890505.8566999994)
1294,WASHINGTON ST @ COREY RD,207,913.7,56.4,9111.700002,0.399,4.414009662,,POINT (252840.60899999738 890509.6251999997)
1295,WASHINGTON ST @ COMMONWEALTH,207,661.7,28.6,19011.90009,0.412,3.196618357,,POINT (239483.28779999912 890514.998300001)
1296,WASHINGTON ST OPP EUSTON RD,207,423.3,33.4,5622.999997,0.485,2.044927536,,POINT (234786.1098999977 890516.2800000012)
1298,WASHINGTON ST @ PAMELA DONOVA,207,311.1,27.6,11204.80003,0.464,1.502898551,,POINT (227810.57900000364 890529.7534000017)
1299,WASHINGTON ST OPP SNOW ST,207,112.7,33.4,5622.999997,0.485,0.544444444,,POINT (227810.57900000364 890529.7534000017)
1300,WASHINGTON ST OPP SHEPARD ST,207,193.1,33.4,5622.999997,0.485,0.932850242,,POINT (240181.23070000112 890531.7085000016)
1301,7 WINSHIP ST,382,712.6,28.9,6834.10001,0.496,1.865445026,,POINT (234796.61710000038 890534.3055999987)
1302,HARVARD AVE @ COMMONWEALTH AV,703,5239.6,24.8,13300.20006,0.464,7.453200569,,POINT (239739.20120000094 890535.0656999983)
1304,HARVARD ST @ COOLIDGE ST,703,967.2,33.5,6839.800012,0.451,1.375817923,,POINT (252865.04389999807 890535.1908)
1306,HARVARD ST @ SHAILER ST,703,1190.7,38.4,10324.79999,0.437,1.69374111,,POINT (230722.74710000306 890537.1750999987)
1308,HARVARD ST @ BEACON ST,703,4663.6,38.4,10324.79999,0.437,6.633854908,,POINT (235970.86940000206 890542.9607999995)
1309,HARVARD ST @ MARION ST,703,961.7,32.4,8921.299981,0.459,1.36799431,,POINT (230715.85920000076 890543.5626000017)
1310,HARVARD ST @ HARRIS ST,703,940,32.4,8921.299981,0.459,1.3371266,,POINT (239727.06109999865 890550.5667000003)
1311,HARVARD ST @ SCHOOL ST,703,1015,30.1,11179.70002,0.448,1.443812233,,POINT (233479.90860000253 890559.5318999998)
1313,HARVARD ST @ WASHINGTON ST,703,1651.9,30.1,11179.70002,0.448,2.349786629,,POINT (235959.31419999897 890559.8363000005)
1314,HUNTINGTON AVE @ S HUNTINGTON,703,2571.4,29.1,15814.10032,0.508,3.657752489,,POINT (233034.53830000013 890567.9660999998)
1315,HUNTINGTON AVE @ PARKER HILL,1433,3688.7,31.9,21527.90001,0.446,2.574110258,,POINT (233040.22249999642 890572.0758000016)
1317,HUNTINGTON AVE OPP FENWOOD RD,1433,6819.6,54.4,27653.50016,0.41,4.758967202,,POINT (239120.9408000037 890584.4943000004)
1319,TREMONT ST OPP WIGGLESWORTH S,748,3199.3,23.6,11848.4,0.502,4.277139037,,POINT (237577.59359999746 890600.3863999993)
1320,TREMONT ST @ SAINT ALPHONSUS,703,1504.5,28,11257.5,0.457,2.140113798,,POINT (237577.59359999746 890600.3863999993)
1322,TREMONT ST @ SEWALL ST,703,860.3,23,16368.89998,0.541,1.223755334,,POINT (239107.7695999965 890600.9118999988)
1323,TREMONT ST @ COLUMBUS AVE,703,4722.1,23.9,5973.600004,0.472,6.717069701,,POINT (243672.3153000027 890603.003800001)
1325,HUMBOLDT AVE @ SEAVER ST,333,552,32.6,11078.10004,0.412,1.657657658,,POINT (230653.02080000192 890604.2490999997)
1326,HUMBOLDT AVE @ HUTCHINGS ST,333,265.4,32.6,11078.10004,0.412,0.796996997,,POINT (239571.94900000095 890607.8605999984)
1327,HUMBOLDT AVE @ HOMESTEAD ST,333,480.5,36.8,13802.99998,0.418,1.442942943,,POINT (253956.03599999845 890615.7355999984)
1328,HUMBOLDT AVE @ CRAWFORD ST,333,588.7,37.3,6502.600004,0.478,1.767867868,,POINT (243678.48210000247 890616.2820000015)
1330,HUMBOLDT AVE @ WAUMBECK ST,333,439.2,32.3,7950.000034,0.502,1.318918919,,POINT (230629.78670000285 890627.7776999995)
1331,HUMBOLDT AVE @ WYOMING ST,333,296.9,36.6,8409.000023,0.424,0.891591592,,POINT (227811.01529999822 890639.7692999989)
1332,HUMBOLDT AVE @ TOWNSEND ST,333,1080,35.4,7248.000022,0.452,3.243243243,,POINT (253965.95269999653 890643.0626000017)
1334,HUMBOLDT AVE @ HUMBOLDT CT,318,301.7,35.4,7248.000022,0.452,0.948742138,,POINT (239651.15519999713 890647.9827999994)
1335,HUMBOLDT AVE @ ML KING BLVD,318,438.5,31,4901.799995,0.427,1.378930818,,POINT (238522.23430000246 890787.2666999996)
1337,WALNUT AVE @ DALE ST,318,285.7,31,4901.799995,0.427,0.898427673,,POINT (243966.51269999892 890788.8042000011)
1338,WALNUT AVE @ ROCKLAND ST,318,168.1,45.2,8005.399968,0.451,0.528616352,,POINT (230500.49319999665 890790.5835000016)
1339,WALNUT AVE @ ST RICHARD ST,318,172.9,31.7,7904.600029,0.406,0.543710692,,POINT (240068.35220000148 890790.7690999992)
1340,WALNUT AVE @ CIRCUIT ST,303,204.9,31.7,7904.600029,0.406,0.676237624,,POINT (243827.75980000198 890797.5986000001)
1341,WALNUT AVE @ ROCKLAND ST,303,220.4,45.2,8005.399968,0.451,0.727392739,,POINT (253390.89919999987 890804.058699999)
1342,WALNUT AVE @ HUMBOLDT AVE,303,348.2,45.2,8005.399968,0.451,1.149174917,,POINT (253411.74870000035 890804.3088000007)
1344,HUMBOLDT AVE @ ML KING BLVD,303,390.8,31,4901.799995,0.427,1.289768977,,POINT (240068.28920000046 890814.9112999998)
1345,HUMBOLDT AVE @ MUNROE ST,303,257.2,35.4,7248.000022,0.452,0.848844884,,POINT (238288.21630000323 890820.2807999998)
1346,HUMBOLDT AVE @ TOWNSEND ST,333,1501.2,35.4,7248.000022,0.452,4.508108108,,POINT (228880.252700001 890837.5821999982)
1350,HUMBOLDT AVE @ WAUMBECK ST,333,643.9,36.6,8409.000023,0.424,1.933633634,,POINT (234976.874499999 890847.1865000017)
1351,HUMBOLDT AVE @ CRAWFORD ST,333,565.3,36.8,13802.99998,0.418,1.697597598,,POINT (233480.72160000354 890847.8022000007)
1352,HUMBOLDT AVE @ HOMESTEAD ST,333,496.9,36.8,13802.99998,0.418,1.492192192,,POINT (227820.3906000033 890848.8753999993)
1353,HUMBOLDT AVE @ HUTCHINGS ST,333,226.9,32.6,11078.10004,0.412,0.681381381,,POINT (240085.4069999978 890850.8497000001)
1354,HUMBOLDT AVE @ SEAVER ST,333,666.3,32.6,11078.10004,0.412,2.000900901,,POINT (233639.42319999635 890851.3222000003)
1357,TREMONT ST OPP ROXBURY CROSSI,739,4926.9,23.9,5973.600004,0.472,6.666982409,,POINT (233468.78899999708 890852.8399999999)
1360,TREMONT ST @ SAINT ALPHONSUS,734,1226.7,29.4,32532.40031,0.512,1.671253406,,POINT (238903.3056000024 890855.3693999983)
1362,TREMONT ST @ HUNTINGTON AVE,734,3844,23.6,11848.4,0.502,5.237057221,,POINT (233469.7207000032 890860.8084999993)
1363,HUNTINGTON AVE @ FENWOOD RD,1436,6438.1,54.4,27653.50016,0.41,4.483356546,,POINT (253304.70269999653 890861.9375)
1365,835 HUNTINGTON AVE OPP PARKER,1436,3182,54.4,27653.50016,0.41,2.215877437,,POINT (253304.70269999653 890861.9375)
1366,HUNTINGTON AVE @ RIVERWAY,734,1910.8,29.1,15814.10032,0.508,2.603269755,,POINT (234990.10339999944 890863.9149999991)
1367,HARVARD ST @ KENT ST,734,1736.7,30.1,11179.70002,0.448,2.366076294,,POINT (231273.369599998 890868.9873000011)
1369,HARVARD ST @ ASPINWALL AVE,734,1149.7,32.4,8921.299981,0.459,1.566348774,,POINT (238891.13700000197 890870.5183999985)
1371,HARVARD ST OPP VERNON ST,734,1396.7,38.7,14127.29998,0.438,1.902861035,,POINT (227832.4667999968 890875.8148000017)
1372,HARVARD ST @ BEACON ST,734,5144.2,38.4,10324.79999,0.437,7.008446866,,POINT (228879.1670999974 890883.0309999995)
1373,HARVARD ST @ STEDMAN ST,734,1710.9,38.4,10324.79999,0.437,2.330926431,,POINT (238235.73680000007 890887.9532999992)
1375,HARVARD ST @ COOLIDGE ST,734,952.7,33.6,8525.900002,0.457,1.297956403,,POINT (233652.78869999945 890889.8735000007)
1376,HARVARD ST OPP VERNDALE ST,734,1382.2,33.5,6839.800012,0.451,1.883106267,,POINT (238668.49329999834 890900.3770999983)
1378,HARVARD AVE @ COMMONWEALTH AV,734,4985.8,26.3,14324.79994,0.491,6.792643052,,POINT (238224.2599999979 890902.9002999999)
1379,HARVARD AVE @ BRIGHTON AVE,734,1981.8,26.2,16524.19995,0.476,2.7,,POINT (230427.2942999974 890903.9908999987)
1381,W DEDHAM ST @ WASHINGTON ST,257,380.8,39.5,15955.80012,0.516,1.481712062,,POINT (240097.53499999642 890909.1099999994)
1382,43 W DEDHAM ST,257,183.7,38,21630.90013,0.508,0.714785992,,POINT (237666.62470000237 892970.4375)
1383,DARTMOUTH ST @ TREMONT ST,257,151.3,35.2,17790.4999,0.559,0.588715953,,POINT (237611.66110000014 892978.3194000013)
1384,DARTMOUTH ST @ APPLETON ST,257,104.3,35.2,17790.4999,0.559,0.405836576,,POINT (237605.28570000082 892981.9032000005)
1389,BOYLSTON ST @ PRUDENTIAL CENT,70,77,27.1,14260.8,0.51,1.1,,POINT (230427.30900000036 892983.5414999984)
1395,DARTMOUTH ST @ APPLETON ST,251,114.8,39,17205.99991,0.483,0.457370518,,POINT (236735.30049999803 892988.7298000008)
1396,DARTMOUTH ST @ TREMONT ST,251,177.6,35.2,17790.4999,0.559,0.707569721,,POINT (239205.87470000237 892989.6235999987)
1397,OPP 43 W DEDHAM ST,251,162.8,38,21630.90013,0.508,0.648605578,,POINT (230422.65619999915 892993.0628000014)
1398,W DEDHAM ST @ WASHINGTON ST,251,358,39.5,15955.80012,0.516,1.426294821,,POINT (230422.65619999915 892993.0628000014)
1399,BELVIDERE ST @ HUNTINGTON AVE,63,25.4,62,9690.500002,0.482,0.403174603,,POINT (231448.21490000188 892995.5971999988)
1400,CAMBRIDGE ST @ PRESCOTT ST,314,331.5,26.8,9303.60003,0.452,1.055732484,,POINT (230637.67220000178 893001.2303999998)
1401,CAMBRIDGE ST @ TROWBRIDGE ST,319,992.8,32,8125.600018,0.493,3.112225705,,POINT (227269.36710000038 893007.0293999985)
1402,CAMBRIDGE ST @ DANA ST,319,462,34,9651.700022,0.46,1.448275862,,POINT (230484.0773999989 893008.7842000015)
1403,CAMBRIDGE ST @ HIGHLAND AVE,319,508.4,34,10289.10002,0.482,1.593730408,,POINT (228865.98420000076 893011.25)
1404,CAMBRIDGE ST @ HAMPSHIRE ST,319,430.3,30,13076.79997,0.483,1.348902821,,POINT (237748.84600000083 893023.0709000006)
1405,CAMBRIDGE ST @ PROSPECT ST,319,405.4,32.8,11098.59999,0.481,1.270846395,,POINT (228861.84369999915 893027.8751999997)
1406,CAMBRIDGE ST @ NORFOLK ST,319,223.2,32.8,11098.59999,0.481,0.69968652,,POINT (221864.63970000297 893034.3288999982)
1409,CAMBRIDGE ST @ BERKSHIRE ST,319,663.5,33,14456.70006,0.478,2.079937304,,POINT (221864.63970000297 893034.3288999982)
1411,CAMBRIDGE ST @ SIXTH ST,319,465.8,34.8,13729.7,0.516,1.460188088,,POINT (228870.76799999923 893037.0201000012)
1413,CAMBRIDGE ST @ SCIARAPPA ST,319,621.5,31.2,10320.19999,0.518,1.948275862,,POINT (236740.5596999973 893038.6455000006)
1416,CAMBRIDGE ST @ THIRD ST,320,383.9,31.2,10320.19999,0.518,1.1996875,,POINT (235963.27199999988 893038.7267000005)
1417,CAMBRIDGE ST @ SCIARAPPA ST,320,299,31.2,10320.19999,0.518,0.934375,,POINT (238683.68119999766 890912.5210000016)
1419,CAMBRIDGE ST @ SIXTH ST,320,442.6,34.8,13729.7,0.516,1.383125,,POINT (228921.09480000287 890913.0075000003)
1420,CAMBRIDGE ST @ LAMBERT ST,320,880.3,34.8,13729.7,0.516,2.7509375,,POINT (231274.71700000018 890926.0724)
1421,CAMBRIDGE ST OPP BERKSHIRE ST,320,628.8,29.2,11629.79997,0.512,1.965,,POINT (240092.52170000225 890930.5188000016)
1422,CAMBRIDGE ST @ WINDSOR ST,320,730.3,29.2,11629.79997,0.512,2.2821875,,POINT (244761.64840000123 890934.5478000008)
1423,CAMBRIDGE ST @ NORFOLK ST,320,277.4,32.8,11098.59999,0.481,0.866875,,POINT (239895.2744999975 890937.930300001)
1424,CAMBRIDGE ST @ PROSPECT ST,320,497.4,32.8,11098.59999,0.481,1.554375,,POINT (239895.2744999975 890937.930300001)
1425,CAMBRIDGE ST @ SPRINGFIELD ST,320,532.1,30,13076.79997,0.483,1.6628125,,POINT (244784.32349999994 890945.5)
1427,CAMBRIDGE ST OPP HIGHLAND AVE,320,598.5,34,10289.10002,0.482,1.8703125,,POINT (233393.1991999969 890951.7421000004)
1428,CAMBRIDGE ST @ HOVEY AVE,320,470.4,34,9651.700022,0.46,1.47,,POINT (238750.96639999747 890967.067499999)
1429,CAMBRIDGE ST @ TROWBRIDGE ST,320,808.1,32,8125.600018,0.493,2.5253125,,POINT (228958.4748999998 890977.8753000014)
1430,FELTON ST @ CAMBRIDGE ST,320,292.1,32,8125.600018,0.493,0.9128125,,POINT (238801.4742999971 890983.3486000001)
1431,BROADWAY @ FELTON ST,95,536,26.8,9303.60003,0.452,5.642105263,,POINT (253505.47640000284 890985.0254999995)
1432,ARSENAL ST @ IRVING ST,465,587.1,32.3,5490.500001,0.484,1.262580645,,POINT (253359.09350000322 890986.4375)
1433,ARSENAL ST @ BEACON PK,465,98.9,32.3,5490.500001,0.484,0.212688172,,POINT (253359.09350000322 890986.4375)
1434,ARSENAL ST @ BEECHWOOD AVE,465,289.5,37.8,4401.599997,0.492,0.622580645,,POINT (238797.31149999797 890988.5870999992)
1435,ARSENAL ST @ LOUISE ST,465,136.8,32.3,5490.500001,0.484,0.294193548,,POINT (227896.4998999983 890989.5626999997)
1436,ARSENAL ST OPP SCHOOL ST,465,314,72.2,605.3999994,0.369,0.675268817,,POINT (227896.4998999983 890989.5626999997)
1437,ARSENAL ST @ TALCOTT AVE,465,288,41.9,1719.800001,0.464,0.619354839,,POINT (238780.77669999748 890990.7344999984)
1438,ARSENAL ST @ BOND ST,465,2392.8,72.2,605.3999994,0.369,5.145806452,,POINT (253491.90579999983 890992.0628000014)
1442,ARSENAL ST @ FORGE RD,465,879.8,72.2,605.3999994,0.369,1.892043011,,POINT (228987.0569999963 890993.4831999987)
1443,ARSENAL ST @ ARLINGTON ST,472,1053.3,72.2,605.3999994,0.369,2.231567797,,POINT (230380.81059999764 890996.1497000009)
1445,ARSENAL ST @ WATERTOWN MALL,472,2367.6,41.9,1719.800001,0.464,5.016101695,,POINT (233507.40060000122 890999.6275000013)
1447,ARSENAL ST OPP TALCOTT AVE,472,254.3,41.9,1719.800001,0.464,0.538771186,,POINT (238164.96329999715 891000.8643000014)
