stop_id,stop_name,total_trips,total_flow,median_age,pop_density,percent_male,average_flow,,geometry
5384,NEWLAND ST @ ALDEN ST,101,135.6,37.9,6732.499991,0.48,1.342574257,,POINT (228989.75720000267 904401.2714000009)
5385,NEWLAND ST @ BRYANT ST,101,113.9,37.9,6732.499991,0.48,1.127722772,,POINT (231546.78819999844 904401.6570999995)
5386,BRYANT ST @ HARVARD ST,101,67.6,37.9,6732.499991,0.48,0.669306931,,POINT (240298.317400001 904406.1722000018)
5387,BRYANT ST @ WILLOW ST,101,99.4,39.9,7716.300021,0.493,0.984158416,,POINT (241223.52319999784 904408.9481000006)
5388,CROSS ST @ HENRY ST,101,88.1,39.9,7716.300021,0.493,0.872277228,,POINT (228958.98390000314 904411.375)
5389,CROSS ST @ FERRY ST,101,102.1,36.6,9366.800017,0.511,1.010891089,,POINT (238067.39989999682 904430.7481000014)
5391,CROSS ST @ WALNUT ST,101,67.5,34,11398.49996,0.51,0.668316832,,POINT (238529.12879999727 904436.8519000001)
5392,CROSS ST @ PELHAM ST,101,48.8,35.2,7787.900008,0.493,0.483168317,,POINT (238071.29670000076 904437.8751000017)
5393,CROSS ST @ HIGH ST,101,74.1,35.2,7787.900008,0.493,0.733663366,,POINT (238522.86029999703 904439.1158000007)
5394,CROSS ST @ MAIN ST,101,52.4,35.2,7787.900008,0.493,0.518811881,,POINT (231515.86100000143 904445.9492999986)
5395,MAIN ST @ CONVERSE AVE,530,653.2,35.2,7787.900008,0.493,1.23245283,,POINT (233875.3077000007 904446.8033000007)
5396,MAIN ST @ PEIRCE AVE,432,586.7,35.7,11814.1,0.49,1.358101852,,POINT (231234.10909999907 904454.3128000014)
5397,MAIN ST @ FLOYD ST,432,533.9,35.7,11814.1,0.49,1.23587963,,POINT (228776.33940000087 904455.7116999999)
5398,MAIN ST @ EVERETT ST,432,503.7,34.1,11190.09998,0.505,1.165972222,,POINT (228757.02329999954 904459.9686999992)
5399,MAIN ST @ PRESCOTT ST,432,532.4,35.7,11801.80001,0.494,1.232407407,,POINT (233097.02830000222 904463.4743999988)
5400,MAIN ST @ BALDWIN AVE,432,548.3,35.7,11814.1,0.49,1.269212963,,POINT (238058.99859999865 904464.6886)
5401,202 MAIN ST,432,415.6,36.3,9281.699993,0.495,0.962037037,,POINT (224855.61140000075 904470.4338999987)
5403,MAIN ST @ TILESTON ST,432,334,37,10201.00002,0.501,0.773148148,,POINT (224857.40900000185 904474.4886999987)
5404,MAIN ST @ WEST ST,432,380.2,36.3,9281.699993,0.495,0.880092593,,POINT (232297.2049999982 904475.4708000012)
5405,MAIN ST @ ELMWOOD ST,422,347.9,36.3,9281.699993,0.495,0.824407583,,POINT (232291.3972999975 904478.9781999998)
5406,MAIN ST @ OAKES ST,422,260.8,37,10201.00002,0.501,0.618009479,,POINT (221319.52009999752 904480.0315000005)
5408,MAIN ST @ BALDWIN AVE,422,528.8,35.7,11814.1,0.49,1.253080569,,POINT (238399.5245999992 904483.5326999985)
5409,MAIN ST @ CLARK ST,422,410.4,35.7,11801.80001,0.494,0.972511848,,POINT (233068.1384000033 904502.5658)
5410,MAIN ST @ DYER AVE,422,526.7,34.1,11190.09998,0.505,1.248104265,,POINT (228499.320600003 904504.7958999984)
5411,MAIN ST @ BRADFORD ST,422,685,35.7,11814.1,0.49,1.623222749,,POINT (228479.29029999673 904506.8484999985)
5412,MAIN ST @ BELMONT ST,422,476.1,35.7,11814.1,0.49,1.128199052,,POINT (241166.19640000165 904510.0163999982)
5413,MAIN ST @ CLARENDON ST,520,486,35.2,7787.900008,0.493,0.934615385,,POINT (238313.32850000262 904515.4274999984)
5414,CROSS ST @ MAIN ST,101,46.4,35.2,7787.900008,0.493,0.459405941,,POINT (241008.9549999982 904518.1622000001)
5415,CROSS ST @ STEVENS ST,101,63.5,35.2,7787.900008,0.493,0.628712871,,POINT (234397.90339999646 904525.5322000012)
5416,CROSS ST @ PRATT ST,101,9.5,35.2,7787.900008,0.493,0.094059406,,POINT (221501.1230000034 904525.6644000001)
5417,CROSS ST @ WALNUT ST,101,55.2,34,11398.49996,0.51,0.546534653,,POINT (232211.34809999913 904526.1156000011)
5418,CROSS ST @ FERRY ST,101,89.1,36.6,9366.800017,0.511,0.882178218,,POINT (240834.78140000254 904527.2789999992)
5419,CROSS ST @ HENRY ST,101,76.3,39.9,7716.300021,0.493,0.755445545,,POINT (238239.43159999698 904527.3709000014)
5420,OPP 314 BRYANT ST @ SUFFOLK M,101,147.7,39.9,7716.300021,0.493,1.462376238,,POINT (233741.97680000216 904529.0267999992)
5421,BRYANT ST @ HARVARD ST,101,61.9,37.9,6732.499991,0.48,0.612871287,,POINT (228258.31340000033 904536.9659999982)
5422,NEWLAND ST @ BRYANT ST,101,135.6,37.9,6732.499991,0.48,1.342574257,,POINT (233749.95859999955 904547.9943000004)
5423,218 NEWLAND ST,101,201.8,37.9,6732.499991,0.48,1.998019802,,POINT (238031.01730000228 904548.0912999995)
5424,172 BOWDOIN ST,101,204.8,37.9,6732.499991,0.48,2.027722772,,POINT (228247.27359999716 904550.4094999991)
5425,BOWDOIN ST OPP HARVARD ST,101,128.8,40.3,2954.699998,0.444,1.275247525,,POINT (232170.94409999996 904551.431400001)
5426,BOWDOIN ST @ WILLOW ST,101,137.4,40.3,2954.699998,0.444,1.36039604,,POINT (240631.51460000128 904570.3425000012)
5427,WILLOW ST @ LYME ST,101,36.7,34.1,6721.600006,0.502,0.363366337,,POINT (221212.3444999978 904579.8938999996)
5428,LYME ST @ CROSS ST,101,41.7,34.1,6721.600006,0.502,0.412871287,,POINT (235395.8083000034 904584.3277000003)
5429,420 EASTERN AVE,101,19.6,34.7,5404.800004,0.51,0.194059406,,POINT (222902.29680000246 904589)
5430,EASTERN AVE @ FRANKLIN ST,101,57.4,36.1,9985.000031,0.479,0.568316832,,POINT (237409.7607000023 904589.4703000002)
5431,EASTERN AVE @ PHILLIPS CT,101,58.9,33.7,2166.8,0.45,0.583168317,,POINT (221200.8281000033 904590.4376999997)
5432,LEBANON ST @ WILBUR ST,29,1.9,38.5,3526.499999,0.482,0.065517241,,POINT (240136.945600003 904593.8489000015)
5433,LEBANON ST @ SYLVAN ST,29,0,38.5,3526.499999,0.482,0,,POINT (231030.85670000315 904594.7602000013)
5434,LEBANON ST @ CHERRY ST,199,234.4,38.5,3526.499999,0.482,1.177889447,,POINT (232995.56000000238 904597.7302000001)
5435,LEBANON ST @ ORCHARD ST,199,219.3,38.5,3526.499999,0.482,1.10201005,,POINT (232991.62619999796 904602.8071000017)
5436,LEBANON ST @ SALEM ST,199,356.2,38.5,3526.499999,0.482,1.789949749,,POINT (221530.27610000223 904603.0766000003)
5440,468 SALEM ST OPP DELL ST,626,705.1,34.5,3812.899998,0.498,1.126357827,,POINT (240492.70700000226 904606.9186000004)
5441,SALEM ST @ GRANVILLE AVE,626,447.2,34.5,3812.899998,0.498,0.714376997,,POINT (231017.3572999984 904617.2582999989)
5442,SALEM ST @ PIERCE ST,626,764.5,34.7,5404.800004,0.51,1.221246006,,POINT (232054.34000000358 904621.6546999998)
5443,SALEM ST @ WOLCOTT ST,626,1141.5,34.7,5404.800004,0.51,1.823482428,,POINT (232049.9477000013 904624.372200001)
5444,SALEM ST @ TREMONT ST,626,265.3,34,11222.60005,0.51,0.423801917,,POINT (228204.71119999886 904624.8702000007)
5445,SALEM ST @ PARK ST,626,2343.4,33.7,2166.8,0.45,3.743450479,,POINT (227892.6908000037 904634.0302999988)
5447,MAIN ST @ BROWN TERR,331,170.3,36.1,8302.200018,0.476,0.514501511,,POINT (227848.09660000354 904641.5998000018)
5449,MAIN ST @ WIGGLESWORTH ST,331,428.7,34,11398.49996,0.51,1.295166163,,POINT (231355.16849999875 904643.5300999992)
5450,EAGLE ST @ LEXINGTON ST,55,82,30.8,2991,0.536,1.490909091,,POINT (228199.96419999748 904645.0463999994)
5451,MAIN ST @ CROSS ST,321,373.9,35.8,8732.700011,0.495,1.164797508,,POINT (233628.5002000034 904646.2666000016)
5452,MAIN ST @ WILSON AVE,321,145.2,35.8,8732.700011,0.495,0.452336449,,POINT (231344.42210000008 904658.6755999997)
5453,MAIN ST @ NEWHALL ST,321,150.5,36.1,8302.200018,0.476,0.468847352,,POINT (238003.35419999808 904670.8894000016)
5454,MAIN ST @ EASTERN AVE,321,110.6,35.8,8732.700011,0.495,0.344548287,,POINT (240101.1875 904679.9734000005)
5457,SALEM ST OPP SPRAGUE ST,616,1962.9,33.7,2166.8,0.45,3.186525974,,POINT (237264.22800000012 904681.1750000007)
5459,SALEM ST @ RICHARDSON ST,616,1052.5,34,11222.60005,0.51,1.708603896,,POINT (237262.5992999971 904688.1231000014)
5460,SALEM ST @ SALEM PL,616,357.7,34.7,5404.800004,0.51,0.580681818,,POINT (238213.76609999686 904688.3209000006)
5461,SALEM ST @ HARDING AVE,616,619.3,34.7,5404.800004,0.51,1.005357143,,POINT (234178.19200000167 904688.6400999986)
5462,SALEM ST @ CROSS ST,616,546.1,34.5,3812.899998,0.498,0.886525974,,POINT (240092.6554000005 904691.1506000012)
5463,SALEM ST @ DELL ST,616,522.8,41.1,4900.199993,0.51,0.848701299,,POINT (231929.754900001 904697.6031000018)
5464,SALEM ST @ BRANCH ST,616,535.8,34.5,3812.899998,0.498,0.869805195,,POINT (227685.69309999794 904702.3991999999)
5466,LEBANON ST @ SALEM ST,200,435.6,38.5,3526.499999,0.482,2.178,,POINT (224543.21940000355 904709.7751999982)
5467,LEBANON ST @ GRANITE ST,200,178.2,38.5,3526.499999,0.482,0.891,,POINT (224543.21940000355 904709.7751999982)
5468,LEBANON ST @ VALLEY ST,200,254.7,44.9,7325.899987,0.455,1.2735,,POINT (225789.38949999958 904058.0113999993)
5469,LEBANON ST @ MARSHALL AVE,200,179.3,38.5,3526.499999,0.482,0.8965,,POINT (227909.2151999995 904068.5736000016)
5472,LEBANON ST LOOP,399,509.8,38.5,3526.499999,0.482,1.277694236,,POINT (227909.2151999995 904068.5736000016)
5473,EASTERN AVE @ LYNN ST,387,121.1,38.3,1669.900001,0.503,0.312919897,,POINT (239587.27049999684 904072.9741000012)
5474,EASTERN AVE @ CLAPP ST,387,133.2,38.3,1669.900001,0.503,0.344186047,,POINT (232564.8756000027 904076.811999999)
5475,1388 EASTERN AVE OPP BELLVALE,387,173.5,38.3,1669.900001,0.503,0.448320413,,POINT (239580.03410000354 904077.1821000017)
5476,1332 EASTERN AVE OPP PRENTISS,387,12.6,38.3,1669.900001,0.503,0.03255814,,POINT (233731.9605000019 904078.1618000008)
5478,BROADWAY @ EASTERN AVE,387,627.3,40.3,2954.699998,0.444,1.620930233,,POINT (229542.34440000355 904082.4800000004)
5480,BROADWAY @ SHEAFE ST,387,153.1,40.3,2954.699998,0.444,0.395607235,,POINT (224374.25169999897 904088.5612000003)
5481,BROADWAY @ BROADWAY PLAZA,387,654.5,38.3,1669.900001,0.503,1.69121447,,POINT (224374.25169999897 904088.5612000003)
5482,990 BROADWAY OPP GROVER ST,387,235.4,37.9,6732.499991,0.48,0.608268734,,POINT (219298.46899999678 904095.3869000003)
5483,BROADWAY @ SHUTE ST,387,410.8,37.7,7274.199991,0.483,1.061498708,,POINT (233687.0399999991 904096.4670999981)
5484,BROADWAY @ CAMERON ST,387,550.9,37.7,7274.199991,0.483,1.423514212,,POINT (234535.90600000322 904104.2501999997)
5485,BROADWAY @ KENWOOD RD,387,345.7,43.1,10165.29996,0.483,0.893281654,,POINT (225680.6705000028 904107.9096999988)
5486,BROADWAY @ EDITH AVE,387,371.1,38.9,12050.80003,0.48,0.958914729,,POINT (233052.67840000242 904109.7197000012)
5487,BROADWAY @ MARIE AVE,387,565.4,31,6584.39999,0.473,1.460981912,,POINT (233034.60840000212 904117.8355999999)
5488,BROADWAY @ FERRY ST,387,830.6,38.9,12050.80003,0.48,2.14625323,,POINT (225474.936999999 904118.3128000014)
5490,BROADWAY @ RAYMOND ST,779,1989.7,32.8,14177.39997,0.491,2.554172015,,POINT (233630.77049999684 904119.5452999994)
5495,BROADWAY @ CHURCH ST,877,1415.3,35,7843.500023,0.489,1.613797035,,POINT (234526.7458000034 904119.7091999985)
5496,BROADWAY @ NORWOOD ST,1323,5615,36.3,7624.00001,0.491,4.244142101,,POINT (243164.3122999966 904127.5626000017)
5497,BROADWAY @ BOWDOIN ST,880,574.1,31.5,1446.7,0.529,0.652386364,,POINT (243149.2303000018 904128.1953999996)
5498,BROADWAY OPP BEACHAM ST,880,767.4,31.5,1446.7,0.529,0.872045455,,POINT (229513.65919999778 904129.2895999998)
5499,BROADWAY OPP THORNDIKE ST,880,755.8,31.5,1446.7,0.529,0.858863636,,POINT (235178.48390000314 904129.9378000014)
5500,BROADWAY @ HORIZON WAY,880,1647.1,31.5,1446.7,0.529,1.871704545,,POINT (240792.48409999907 904144.6875)
5501,OPP 173 ALFORD ST,880,3.5,51,1477,0.506,0.003977273,,POINT (234013.35869999975 904148.875)
5502,ALFORD ST @ WEST ST,880,4.5,51,1477,0.506,0.005113636,,POINT (234407.5072999969 904152.3306999989)
5504,ALFORD ST @ MAIN ST,842,141.8,51,1477,0.506,0.168408551,,POINT (234016.41849999875 904155.0824000016)
5505,173 ALFORD ST,842,29.9,51,1477,0.506,0.035510689,,POINT (231554.42440000176 904155.7479999997)
5506,BROADWAY @ DEXTER ST,842,1708.7,51,1477,0.506,2.029334917,,POINT (225529.67140000314 904164.9376000017)
5507,BROADWAY @ THORNDIKE ST,842,807,31.5,1446.7,0.529,0.958432304,,POINT (233510.05950000137 904170.1422000006)
5508,BROADWAY @ LANGDON ST,842,859.8,31.5,1446.7,0.529,1.021140143,,POINT (221393.9598999992 904176.245099999)
5509,BROADWAY ST @ BARTLETT ST,842,350,31.5,1446.7,0.529,0.41567696,,POINT (233490.6325000003 904178.1614999995)
5510,BROADWAY @ MANSFIELD ST,839,2111.7,35,7843.500023,0.489,2.516924911,,POINT (240702.1142999977 904179.0179999992)
5513,BROADWAY @ HIGH ST,839,2380.9,35,7843.500023,0.489,2.837783075,,POINT (234377.15649999678 904179.4519000016)
5514,BROADWAY @ LEXINGTON ST,741,1829.7,37,14538.19994,0.506,2.469230769,,POINT (240769.30470000207 904181.1064999998)
5515,BROADWAY @ GLEDHILL ST,372,346.6,31,6584.39999,0.473,0.93172043,,POINT (231509.5209000036 904188.0091999993)
5517,BROADWAY @ OAKLAND AVE,372,1260.2,32.8,14177.39997,0.491,3.387634409,,POINT (221398.0222999975 904195.6167000011)
5519,BROADWAY @ COBURN TERR,372,472.3,31,6584.39999,0.473,1.269623656,,POINT (232854.89699999988 904197.6603000015)
5520,BROADWAY @ SUMMIT AVE,372,358.9,38.9,12050.80003,0.48,0.964784946,,POINT (240819.57559999824 904203.5960999988)
5521,BROADWAY @ LYNN ST,372,428.3,37.7,7274.199991,0.483,1.151344086,,POINT (240490.04129999876 904204.9842999987)
5522,BROADWAY @ SHUTE ST,372,466.2,37.7,7274.199991,0.483,1.253225806,,POINT (243186.44870000333 903539.1248000003)
5523,BROADWAY @ ESTES ST,372,338.3,37.7,7274.199991,0.483,0.909408602,,POINT (234252.809799999 903543.1460000016)
5524,53 BROADWAY,372,518.9,38.3,1669.900001,0.503,1.394892473,,POINT (234275.55889999866 903547.1700999998)
5525,BROADWAY OPP SHEAFE ST,372,249.5,40.3,2954.699998,0.444,0.670698925,,POINT (219630.1406000033 903553.0003000014)
5527,EASTERN AVE @ BROADWAY,372,624.9,38.3,1669.900001,0.503,1.67983871,,POINT (242327.04439999908 903565.3625000007)
5529,EASTERN AVE @ PRENTISS ST,372,24.2,38.3,1669.900001,0.503,0.065053763,,POINT (232785.50779999793 903569.6028999984)
5530,EASTERN AVE @ BELLVALE ST,372,191.7,38.3,1669.900001,0.503,0.515322581,,POINT (235541.40110000223 903569.618999999)
5531,EASTERN AVE @ CLEVELAND ST,372,224.2,38.3,1669.900001,0.503,0.602688172,,POINT (232764.01789999753 903579.0161999986)
5532,EASTERN AVE @ LYNN ST,372,275.4,38.3,1669.900001,0.503,0.740322581,,POINT (239473.42210000008 903581.0522999987)
5537,PARK AVE @ BUSWAY ENTRANCE,226,933.1,35.9,8299.700002,0.474,4.128761062,,POINT (234437.42970000207 903582.7401)
5538,PARK AVE @ ALLSTON ST,313,225.1,35.9,8299.700002,0.474,0.719169329,,POINT (242619.08739999682 903586.0782000013)
5539,PARK AVE @ CAMBRIDGE ST,313,339.8,35.9,8299.700002,0.474,1.085623003,,POINT (242638.15600000322 903587.25)
5540,PARK AVE @ ESSEX ST,313,262.1,36.6,7326.900001,0.479,0.837380192,,POINT (235513.58110000193 903588.0595999993)
5541,PARK AVE @ GENESEE ST,313,168.8,36.6,7326.900001,0.479,0.539297125,,POINT (233084.2867999971 903589.8139000013)
5542,PARK AVE @ IRVING ST,313,241.3,39.5,7397.300017,0.477,0.770926518,,POINT (224807.0856000036 903590.0075000003)
5543,PARK AVE @ LAMBERT ST,313,205.3,39.5,7397.300017,0.477,0.655910543,,POINT (234477.9196999967 903591.8874999993)
5544,633 PARK AVE,313,92.3,36,5985.099992,0.504,0.294888179,,POINT (224827.75580000132 903594.381099999)
5546,PARK AVE @ MCLEAVEY ST,313,60.2,36,5985.099992,0.504,0.192332268,,POINT (230402.04510000348 903598.1009999998)
5547,ELM ST OPP HASKELL AVE,2890,5776.9,41.3,8890.90003,0.483,1.998927336,,POINT (242498.76120000333 903601.1149999984)
5549,ELM ST @ ABBOTT AVE,318,194.3,41.3,8890.90003,0.483,0.611006289,,POINT (242498.76120000333 903601.1149999984)
5550,ELM ST @ JACKSON AVE,318,643,41.3,8890.90003,0.483,2.022012579,,POINT (239500.5944999978 903603.2454000004)
5553,ELM ST @ RUSSELL ST,318,1185.3,34.6,8884.300021,0.501,3.727358491,,POINT (230392.64339999855 903605.0832000002)
5555,FERRY ST @ REED AVE,318,515.3,34.6,8884.300021,0.501,1.620440252,,POINT (233070.79079999775 903608.9710000008)
5556,FERRY ST @ ARLINGTON ST,318,560.9,35.3,9956.200031,0.5,1.763836478,,POINT (226340.56210000068 903609.6873999983)
5557,FERRY ST @ ORANGE CT,318,498.1,35.2,11010.79999,0.484,1.566352201,,POINT (237938.6296999976 903610.4360999987)
5558,FERRY ST @ CHELSEA ST,318,332.4,36.3,7624.00001,0.491,1.045283019,,POINT (234591.75039999932 903612.5892000012)
5559,BROADWAY OPP SECOND ST,1323,1368.6,36.3,7624.00001,0.491,1.03446712,,POINT (220849.3748999983 903615.6875)
5560,BROADWAY @ GLADSTONE ST,1323,1412.9,37,10201.00002,0.501,1.067951625,,POINT (226330.48390000314 903619.8126999997)
5561,SANTILLI CIRCLE,875,1194.5,33.8,1856,0.505,1.365142857,,POINT (242317.86089999974 903621.4814000018)
5562,BROADWAY @ CUSHMAN AVE,435,885.2,38.9,4566.999996,0.466,2.034942529,,POINT (242317.86089999974 903621.4814000018)
5563,SANTILLI CIRCLE,849,1042.6,33.8,1856,0.505,1.22803298,,POINT (234667.36829999834 903626.3715000004)
5565,BROADWAY @ GLADSTONE ST,1269,1851,37,10201.00002,0.501,1.458628842,,POINT (235436.45009999722 903638.5773999989)
5566,FERRY ST @ UNION ST,306,502.3,35.2,11010.79999,0.484,1.641503268,,POINT (233747.7669999972 903639.8863999993)
5567,FERRY ST @ NICHOLS ST,306,739.8,35.2,11579.60002,0.5,2.417647059,,POINT (235430.60909999907 903642.5012999997)
5569,FERRY ST @ CLARENCE ST,306,368.5,34.6,8884.300021,0.501,1.204248366,,POINT (234721.60019999743 903644.0289000012)
5571,ELM ST @ WOODLAWN ST,306,1034.7,36.6,9723.600025,0.511,3.381372549,,POINT (233750.08720000088 903646.5634000003)
5574,ELM ST @ SPRINGVALE AVE,306,575.4,36.6,9723.600025,0.511,1.880392157,,POINT (232604.60660000145 903648.0747999996)
5576,ELM ST @ WINTHROP RD,306,154.2,40.5,1330.100001,0.487,0.503921569,,POINT (242085.1256000027 903648.5551000014)
5577,ELM ST @ HASKELL AVE,306,573.8,40.5,1330.100001,0.487,1.875163399,,POINT (242085.1256000027 903648.5551000014)
5578,PARK AVE OPP MCCLEAVEY ST,300,92.2,36,5985.099992,0.504,0.307333333,,POINT (232594.98409999907 903652.3123999983)
5579,630 PARK AVE,300,85.7,36,5985.099992,0.504,0.285666667,,POINT (233679.03840000182 903652.9514999986)
5580,PARK AVE @ DALE ST,300,188.3,36.6,7326.900001,0.479,0.627666667,,POINT (219308.3122999966 903655.6251000017)
5581,PARK AVE @ S IRVING ST,300,245,39.5,7397.300017,0.477,0.816666667,,POINT (221656.03090000153 903657.6873999983)
5582,290 PARK AVE OPP ESSEX ST,300,196.8,39.5,7397.300017,0.477,0.656,,POINT (221649.2902000025 903658.9508000016)
5583,PARK AVE @ S CAMBRIDGE ST,300,353.5,39.5,7397.300017,0.477,1.178333333,,POINT (224008.2074000016 903664.2032000013)
5585,40 PARK AVE,300,542.2,35.9,8299.700002,0.474,1.807333333,,POINT (224008.2074000016 903664.2032000013)
5586,BROADWAY @ PARK AVE,387,1336.6,35.9,8299.700002,0.474,3.45374677,,POINT (241877.80120000243 903668.8731000014)
5587,60 WOODLAWN AVE,1291,246.7,34.7,7129.90001,0.507,0.191092177,,POINT (241877.80120000243 903668.8731000014)
5588,WOODLAWN AVE @ WASHINGTON AVE,1291,426.4,34.7,7129.90001,0.507,0.3302866,,POINT (239651.01680000126 903670.5703999996)
5589,WASHINGTON AVE @ PROSPECT AVE,1291,1359.7,34.7,7129.90001,0.507,1.053214562,,POINT (242779.84380000085 903671.497299999)
5590,WASHINGTON AVE @ ANNESE RD,1291,529.4,34.7,7129.90001,0.507,0.410069713,,POINT (237937.17170000076 903673.5)
5591,GARFIELD AVE @ EXETER ST,1291,926.8,37.8,11217.1,0.503,0.717893106,,POINT (242793.68909999728 903679.7307000011)
5592,78 GARFIELD AVE OPP CLYDE ST,1291,260.6,27.6,7005.399989,0.466,0.201859024,,POINT (239663.866899997 903686.0003000014)
5593,SAGAMORE AVE @ JONES AVE,1291,936.8,37.8,11217.1,0.503,0.72563904,,POINT (243342.9252000004 903696.7078000009)
5594,SAGAMORE AVE @ MURRAY ST,1291,967.3,37.8,11217.1,0.503,0.749264136,,POINT (243324.6947999969 903701.5196999982)
5595,SAGAMORE AVE @ WASHINGTON AVE,1291,1547.4,33.9,6750.199986,0.503,1.198605732,,POINT (220678.78109999746 903708.9578000009)
5596,WASHINGTON AVE @ REVERE BEACH,1291,1740.1,33.9,6750.199986,0.503,1.347869868,,POINT (221437.44539999962 903718.0315000005)
5597,WASHINGTON AVE @ REYNOLDS AVE,1543,1248.7,33.9,6750.199986,0.503,0.80926766,,POINT (235259.80950000137 903722.1052000001)
5598,296 WASHINGTON AVE OPP JEFFER,1291,1339.5,32.3,15852.80002,0.502,1.037567777,,POINT (232364.38139999658 903722.3280000016)
5599,WASHINGTON AVE @ CARMEL ST,1291,1068,32.3,15852.80002,0.502,0.827265686,,POINT (221417.47680000216 903723.5205999985)
5600,WASHINGTON AVE @ SPRUCE ST,1291,1053.4,32.3,15852.80002,0.502,0.815956623,,POINT (232357.21169999987 903724.5159000009)
5602,WASHINGTON AVE @ BLOOMINGDALE,1291,2138.2,32.2,12058.49995,0.505,1.656235476,,POINT (235262.03109999746 903731.25)
5603,WASHINGTON AVE @ HEARD ST,1291,2501.5,32.8,15799.70002,0.489,1.937645236,,POINT (235283.19039999694 903738.992899999)
5605,WASHINGTON AVE @ BROADWAY,2431,14980.3,33,10884.20007,0.506,6.162196627,,POINT (223891.35549999774 903740.1429999992)
5606,BROADWAY @ FOURTH ST,2431,5755.5,33,10884.20007,0.506,2.36754422,,POINT (235277.6325000003 903742.4228999987)
5607,THIRD ST @ CHESTNUT ST,1464,5022.1,31,14042.70008,0.507,3.430396175,,POINT (225579.6031000018 903753.1306999996)
5609,WASHINGTON AVE @ CHESTNUT ST,1291,1187.5,33,10884.20007,0.506,0.919829589,,POINT (221305.125500001 903754.9569000006)
5611,BEACON ST @ BROADWAY,1281,1468.1,31,14042.70008,0.507,1.146057767,,POINT (225577.65910000354 903759.2043000013)
5612,PARK ST @ WILLIAMS ST,1281,1395,33.1,3931.400008,0.511,1.088992974,,POINT (239827.30610000342 903760.2157999985)
5613,PARK ST @ CROSS ST,1281,2477.4,34.6,14378.69994,0.496,1.933957845,,POINT (221296.05910000205 903765.0011)
5614,PARK ST @ HAWTHORNE ST,2219,5331.2,33.6,21253.79984,0.5,2.402523659,,POINT (223845.54680000246 903766.1480999999)
5615,HAWTHORNE ST @ BROADWAY,2223,15550.8,29.7,22850.10003,0.509,6.995411606,,POINT (230125.6202000007 903772.3002000004)
5617,BROADWAY @ SHURTLEFF ST,769,1309.3,29.7,22850.10003,0.509,1.70260078,,POINT (230125.6202000007 903772.3002000004)
5618,WASHINGTON AVE @ CRESCENT AVE,1281,2114.2,32.8,15799.70002,0.489,1.650429352,,POINT (233804.69160000235 903774.7349000014)
5619,125 WASHINGTON AVE OPP ORANGE,1281,577,32.2,12058.49995,0.505,0.450429352,,POINT (232183.47450000048 903776.5573000014)
5620,WASHINGTON AVE @ CARY AVE,1281,1491.4,32.2,12058.49995,0.505,1.164246682,,POINT (239842.27210000157 903777.1453000009)
5621,WASHINGTON AVE @ SPRUCE ST,1281,781.5,32.4,19792.00006,0.472,0.610070258,,POINT (241356.0944999978 903779.1840999983)
5623,WASHINGTON AVE OPP CARMEL ST,1281,943.6,32.3,15852.80002,0.502,0.736612022,,POINT (233807.429399997 903779.8159000017)
5624,WASHINGTON AVE @ JEFFERSON AV,1533,1696,32.3,15852.80002,0.502,1.106327462,,POINT (235221.1877000034 903782.4648000002)
5625,325 WASHINGTON AVE,1533,1109.6,33.9,6750.199986,0.503,0.723809524,,POINT (241344.31499999762 903784.7177999988)
5626,SAGAMORE AVE @ WASHINGTON AVE,1281,2830.3,33.9,6750.199986,0.503,2.209445746,,POINT (232141.57900000364 903788.5449000001)
5627,SAGAMORE AVE @ MURRAY ST,1281,960.8,37.8,11217.1,0.503,0.750039032,,POINT (234874.4997999966 903801.4376000017)
5628,SAGAMORE AVE @ GARFIELD AVE,1281,893.2,37.8,11217.1,0.503,0.69726776,,POINT (233594.6098999977 903803.6959999986)
5629,GARFIELD AVE @ CLYDE ST,1281,392.9,37.8,11217.1,0.503,0.306713505,,POINT (221103.15590000153 903818.8751999997)
5630,GARFIELD AVE OPP BELL ST,1281,863.5,37.8,11217.1,0.503,0.674082748,,POINT (234892.67210000008 903821.2109999992)
5631,GARFIELD AVE @ FENNO ST,1281,580.7,27.6,7005.399989,0.466,0.453317721,,POINT (222101.90839999914 903823.1420000009)
5632,WASHINGTON AVE @ COLUMBUS ST,1281,1458.6,34.7,7129.90001,0.507,1.138641686,,POINT (239310.57150000334 903828.4668000005)
5633,WASHINGTON AVE @ PROSPECT AVE,1281,709.6,34.7,7129.90001,0.507,0.553942233,,POINT (232913.12139999866 903828.8746000007)
5636,WASHINGTON AVE @ PARK AVE,1281,727.7,36,5985.099992,0.504,0.568071819,,POINT (232913.12139999866 903828.8746000007)
5637,CHELSEA ST @ VICTORIA ST,430,422.1,36.3,7624.00001,0.491,0.981627907,,POINT (241239.7375999987 903834.126699999)
5638,CHELSEA ST @ SPRING ST,430,315.8,36.3,7624.00001,0.491,0.734418605,,POINT (233843.27419999987 903835.0998999998)
5640,CHELSEA ST @ S FERRY ST,430,677,36.3,7624.00001,0.491,1.574418605,,POINT (226153.90110000223 903835.1733999997)
5642,221 CHELSEA ST,124,106.1,34.8,8142.900025,0.483,0.855645161,,POINT (239315.23349999636 903838.6532999985)
5643,271 CHELSEA ST OPP LUKE RD,124,83,34.8,8142.900025,0.483,0.669354839,,POINT (226150.35119999945 903839.7551999986)
